Points,50m,55m,60m,50mH,55mH,60mH,200m,300m,400m,500m,4x200m,4x400m,600m,800m,1000m,1500m,Mile,2000m,3000m,2 Miles,5000m,HJ,PV,LJ,TJ,SP,Hept.,Pent.
352,,9.58,10.24,9.14,11.63,12.58,34.1,55.89,1:18.95,1:45.18,2:26.71,5:33.30,2:12.80,3:05.55,3:59.72,6:19.41,6:50.85,8:45.51,13:51.34,14:56.48,24:06.80,1.09,,2.94,6.27,6.19,2096.0,1601.0
351,8.84,7.89,,10.64,11.64,12.59,34.12,55.93,1:19.00,1:45.24,2:26.81,5:33.51,2:12.88,3:05.66,3:59.86,6:19.64,6:51.09,8:45.83,13:51.86,14:57.05,24:07.73,1.34,,4.26,6.26,6.18,2091.0,1597.0
350,,9.59,10.25,10.65,,10.77,34.14,55.96,1:19.05,1:45.31,2:26.90,5:33.73,2:12.96,3:05.77,4:00.01,6:19.87,6:51.34,8:46.15,13:52.39,14:57.61,24:08.66,,1.96,2.93,6.25,6.16,2085.0,1593.0
349,7.29,,,,11.65,12.6,34.16,55.99,1:19.09,1:45.37,2:26.99,5:33.94,2:13.05,3:05.88,4:00.15,6:20.10,6:51.59,8:46.48,13:52.91,14:58.18,24:09.59,,,4.25,6.24,6.14,2080.0,1589.0
348,8.85,9.6,10.26,10.66,11.66,12.61,34.18,56.02,1:19.14,1:45.44,2:27.09,5:34.16,2:13.13,3:06.00,4:00.29,6:20.33,6:51.84,8:46.80,13:53.44,14:58.75,24:10.52,,2.54,2.92,6.23,6.13,2075.0,1585.0
347,,7.9,8.45,10.67,11.67,12.62,34.2,56.06,1:19.19,1:45.50,2:27.18,5:34.37,2:13.21,3:06.11,4:00.44,6:20.55,6:52.09,8:47.12,13:53.97,14:59.33,24:11.45,,1.95,4.24,6.22,6.11,2070.0,1581.0
346,8.86,9.61,10.27,,,12.63,34.22,56.09,1:19.24,1:45.57,2:27.27,5:34.59,2:13.29,3:06.22,4:00.58,6:20.78,6:52.34,8:47.45,13:54.49,14:59.90,24:12.39,,,2.91,6.21,6.09,2065.0,1577.0
345,7.3,,,10.68,11.68,10.8,34.23,56.12,1:19.28,1:45.63,2:27.37,5:34.80,2:13.38,3:06.33,4:00.73,6:21.01,6:52.59,8:47.77,13:55.02,15:00.47,24:13.33,,2.53,4.23,6.2,6.08,2060.0,1573.0
344,8.87,9.62,10.28,10.69,11.69,12.64,34.25,56.16,1:19.33,1:45.70,2:27.46,5:35.02,2:13.46,3:06.45,4:00.87,6:21.25,6:52.84,8:48.10,13:55.55,15:01.05,24:14.26,,1.94,2.9,6.19,6.06,2054.0,1569.0
343,,,,9.18,11.7,12.65,34.27,56.19,1:19.38,1:45.76,2:27.55,5:35.24,2:13.54,3:06.56,4:01.02,6:21.48,6:53.09,8:48.43,13:56.08,15:01.62,24:15.20,1.33,2.52,4.22,6.18,6.04,2049.0,1565.0
342,8.88,9.63,10.29,10.7,,12.66,34.29,56.22,1:19.43,1:45.83,2:27.65,5:35.45,2:13.62,3:06.67,4:01.16,6:21.71,6:53.34,8:48.75,13:56.61,15:02.20,24:16.14,1.08,,2.89,6.17,6.03,2044.0,1561.0
341,,9.64,8.47,10.71,11.71,12.67,34.31,56.26,1:19.47,1:45.89,2:27.74,5:35.67,2:13.71,3:06.78,4:01.31,6:21.94,6:53.60,8:49.08,13:57.14,15:02.77,24:17.08,,1.93,4.21,6.16,6.01,2039.0,1557.0
340,8.89,,10.3,,11.72,12.68,34.33,56.29,1:19.52,1:45.96,2:27.84,5:35.89,2:13.79,3:06.90,4:01.45,6:22.17,6:53.85,8:49.41,13:57.68,15:03.35,24:18.03,,2.51,2.88,6.15,6.0,2034.0,1553.0
339,,9.65,10.31,10.72,11.73,10.83,34.35,56.32,1:19.57,1:46.02,2:27.93,5:36.11,2:13.87,3:07.01,4:01.60,6:22.40,6:54.10,8:49.73,13:58.21,15:03.93,24:18.97,,,4.2,6.14,5.98,2029.0,1549.0
338,8.9,7.93,8.48,10.73,,12.69,34.37,56.36,1:19.62,1:46.09,2:28.03,5:36.32,2:13.96,3:07.12,4:01.74,6:22.64,6:54.35,8:50.06,13:58.74,15:04.51,24:19.92,,1.92,2.87,6.13,5.96,2023.0,1545.0
337,,9.66,10.32,9.21,11.74,12.7,34.39,56.39,1:19.66,1:46.15,2:28.12,5:36.54,2:14.04,3:07.24,4:01.89,6:22.87,6:54.61,8:50.39,13:59.28,15:05.09,24:20.87,,,4.19,6.12,5.95,2018.0,1541.0
336,8.91,,,10.74,11.75,12.71,34.41,56.42,1:19.71,1:46.22,2:28.22,5:36.76,2:14.12,3:07.35,4:02.04,6:23.10,6:54.86,8:50.72,13:59.81,15:05.67,24:21.82,,,2.86,6.11,5.93,2013.0,1537.0
335,7.33,9.67,10.33,10.75,11.76,12.72,34.43,56.46,1:19.76,1:46.29,2:28.31,5:36.98,2:14.21,3:07.47,4:02.18,6:23.34,6:55.11,8:51.05,14:00.35,15:06.25,24:22.77,1.32,1.91,4.18,6.1,5.91,2008.0,1533.0
334,8.92,7.94,,,,10.86,34.45,56.49,1:19.81,1:46.35,2:28.41,5:37.20,2:14.29,3:07.58,4:02.33,6:23.57,6:55.37,8:51.38,14:00.89,15:06.83,24:23.72,,,2.85,6.09,5.9,2003.0,1529.0
333,,9.68,10.34,10.76,11.77,12.73,34.47,56.52,1:19.86,1:46.42,2:28.50,5:37.42,2:14.37,3:07.70,4:02.48,6:23.80,6:55.62,8:51.71,14:01.43,15:07.42,24:24.67,1.07,,4.17,6.07,5.88,1998.0,1525.0
332,,,8.5,10.77,11.78,12.74,34.49,56.56,1:19.90,1:46.48,2:28.60,5:37.64,2:14.46,3:07.81,4:02.62,6:24.04,6:55.88,8:52.04,14:01.97,15:08.00,24:25.63,,1.9,2.84,6.06,5.87,1992.0,1521.0
331,8.93,9.69,10.35,,11.79,12.75,34.51,56.59,1:19.95,1:46.55,2:28.69,5:37.86,2:14.54,3:07.92,4:02.77,6:24.27,6:56.13,8:52.37,14:02.50,15:08.59,24:26.58,,,,6.05,5.85,1987.0,1517.0
330,,,,10.78,,12.76,34.53,56.63,1:20.00,1:46.62,2:28.79,5:38.08,2:14.63,3:08.04,4:02.92,6:24.51,6:56.39,8:52.71,14:03.05,15:09.17,24:27.54,,1.89,2.83,6.04,5.83,1982.0,1513.0
329,8.94,9.7,10.36,10.79,11.8,12.77,34.55,56.66,1:20.05,1:46.68,2:28.88,5:38.30,2:14.71,3:08.15,4:03.07,6:24.74,6:56.65,8:53.04,14:03.59,15:09.76,24:28.50,,,,6.03,5.82,1977.0,1509.0
328,,7.96,10.37,10.8,11.81,10.89,34.57,56.69,1:20.10,1:46.75,2:28.98,5:38.53,2:14.80,3:08.27,4:03.21,6:24.98,6:56.90,8:53.37,14:04.13,15:10.35,24:29.46,,,2.82,6.02,5.8,1972.0,1505.0
327,8.95,9.71,,,11.82,12.78,34.59,56.73,1:20.15,1:46.82,2:29.08,5:38.75,2:14.88,3:08.39,4:03.36,6:25.22,6:57.16,8:53.71,14:04.67,15:10.94,24:30.42,,1.88,,6.01,5.78,1966.0,1501.0
326,,,10.38,10.81,,12.79,34.6,56.76,1:20.20,1:46.88,2:29.17,5:38.97,2:14.97,3:08.50,4:03.51,6:25.45,6:57.42,8:54.04,14:05.22,15:11.53,24:31.38,1.31,,2.81,6.0,5.77,1961.0,1497.0
325,8.96,9.72,,10.82,11.83,12.8,34.62,56.8,1:20.24,1:46.95,2:29.27,5:39.19,2:15.05,3:08.62,4:03.66,6:25.69,6:57.68,8:54.38,14:05.76,15:12.12,24:32.35,,2.45,,5.99,5.75,1956.0,1493.0
324,7.36,,10.39,9.27,11.84,12.81,34.64,56.83,1:20.29,1:47.02,2:29.36,5:39.42,2:15.14,3:08.73,4:03.81,6:25.93,6:57.94,8:54.71,14:06.31,15:12.71,24:33.32,1.06,1.87,2.8,5.98,5.73,1951.0,1489.0
323,8.97,9.73,8.53,10.83,11.85,12.82,34.66,56.86,1:20.34,1:47.08,2:29.46,5:39.64,2:15.22,3:08.85,4:03.96,6:26.17,6:58.19,8:55.05,14:06.85,15:13.30,24:34.28,,,,5.97,5.72,1946.0,1485.0
322,,,10.4,10.84,,,34.68,56.9,1:20.39,1:47.15,2:29.56,5:39.86,2:15.31,3:08.97,4:04.11,6:26.41,6:58.45,8:55.38,14:07.40,15:13.89,24:35.25,,2.44,2.79,5.96,5.7,1941.0,1481.0
321,8.98,9.74,,,11.86,12.83,34.7,56.93,1:20.44,1:47.22,2:29.66,5:40.09,2:15.39,3:09.08,4:04.26,6:26.64,6:58.71,8:55.72,14:07.95,15:14.49,24:36.22,,1.86,,5.95,5.69,1935.0,1477.0
320,7.37,,10.41,10.85,11.87,12.84,34.72,56.97,1:20.49,1:47.29,2:29.75,5:40.31,2:15.48,3:09.20,4:04.41,6:26.88,6:58.97,8:56.06,14:08.50,15:15.08,24:37.20,,2.43,2.78,5.94,5.67,1930.0,1473.0
319,8.99,9.75,10.42,10.86,11.88,12.85,34.74,57.0,1:20.54,1:47.35,2:29.85,5:40.54,2:15.56,3:09.32,4:04.56,6:27.12,6:59.23,8:56.40,14:09.04,15:15.68,24:38.17,,,,5.93,5.65,1925.0,1469.0
318,,9.76,,9.3,,12.86,34.76,57.04,1:20.59,1:47.42,2:29.95,5:40.76,2:15.65,3:09.43,4:04.71,6:27.36,6:59.49,8:56.73,14:09.60,15:16.28,24:39.15,1.3,1.85,2.77,5.92,5.64,1920.0,1465.0
317,9.0,,10.43,10.87,11.89,12.87,34.78,57.07,1:20.64,1:47.49,2:30.05,5:40.99,2:15.74,3:09.55,4:04.86,6:27.60,6:59.76,8:57.07,14:10.15,15:16.87,24:40.12,,2.42,,5.91,5.62,1915.0,1461.0
316,,9.77,,10.88,11.9,10.96,34.8,57.11,1:20.69,1:47.56,2:30.14,5:41.21,2:15.82,3:09.67,4:05.01,6:27.84,7:00.02,8:57.41,14:10.70,15:17.47,24:41.10,,,2.76,5.9,5.6,1909.0,1457.0
315,9.01,8.0,10.44,10.89,11.91,12.88,34.82,57.14,1:20.74,1:47.63,2:30.24,5:41.44,2:15.91,3:09.79,4:05.16,6:28.08,7:00.28,8:57.75,14:11.25,15:18.07,24:42.08,1.05,1.84,,5.89,5.59,1904.0,1454.0
314,,9.78,8.56,,11.92,12.89,34.84,57.17,1:20.79,1:47.69,2:30.34,5:41.66,2:16.00,3:09.90,4:05.31,6:28.33,7:00.54,8:58.09,14:11.81,15:18.67,24:43.06,,,2.75,5.88,5.57,1899.0,1450.0
313,9.02,,10.45,10.9,10.12,12.9,34.86,57.21,1:20.84,1:47.76,2:30.44,5:41.89,2:16.08,3:10.02,4:05.46,6:28.57,7:00.80,8:58.43,14:12.36,15:19.28,24:44.05,,,,5.87,5.56,1894.0,1446.0
312,,9.79,10.46,10.91,11.93,12.91,34.88,57.24,1:20.89,1:47.83,2:30.54,5:42.12,2:16.17,3:10.14,4:05.61,6:28.81,7:01.07,8:58.78,14:12.92,15:19.88,24:45.03,,1.83,4.07,5.85,5.54,1889.0,1442.0
311,9.03,,8.57,9.33,11.94,12.92,34.9,57.28,1:20.94,1:47.90,2:30.63,5:42.35,2:16.26,3:10.26,4:05.77,6:29.05,7:01.33,8:59.12,14:13.47,15:20.48,24:46.02,,,2.74,5.84,5.52,1884.0,1438.0
310,7.4,9.8,10.47,10.92,11.95,,34.93,57.31,1:20.99,1:47.97,2:30.73,5:42.57,2:16.34,3:10.38,4:05.92,6:29.29,7:01.60,8:59.46,14:14.03,15:21.09,24:47.00,1.29,2.39,4.06,5.83,5.51,1878.0,1434.0
309,9.04,8.02,,10.93,10.14,12.93,34.95,57.35,1:21.04,1:48.04,2:30.83,5:42.80,2:16.43,3:10.50,4:06.07,6:29.54,7:01.86,8:59.81,14:14.59,15:21.69,24:47.99,,1.82,2.73,5.82,5.49,1873.0,1430.0
308,,9.81,10.48,,11.96,12.94,34.97,57.38,1:21.09,1:48.10,2:30.93,5:43.03,2:16.52,3:10.62,4:06.22,6:29.78,7:02.12,9:00.15,14:15.15,15:22.30,24:48.98,,,4.05,5.81,5.47,1868.0,1426.0
307,9.05,,,10.94,11.97,12.95,34.99,57.42,1:21.14,1:48.17,2:31.03,5:43.26,2:16.60,3:10.73,4:06.38,6:30.03,7:02.39,9:00.49,14:15.71,15:22.91,24:49.98,,2.38,2.72,5.8,5.46,1863.0,1422.0
306,7.41,9.82,10.49,10.95,11.98,12.96,35.01,57.45,1:21.19,1:48.24,2:31.13,5:43.49,2:16.69,3:10.85,4:06.53,6:30.27,7:02.66,9:00.84,14:16.27,15:23.52,24:50.97,1.04,1.81,4.04,5.79,5.44,1858.0,1418.0
305,9.06,9.83,10.5,10.96,11.99,12.97,35.03,57.49,1:21.24,1:48.31,2:31.23,5:43.72,2:16.78,3:10.97,4:06.68,6:30.51,7:02.92,9:01.18,14:16.83,15:24.13,24:51.97,,,2.71,5.78,5.42,1852.0,1414.0
304,,,,,10.17,12.98,35.05,57.53,1:21.29,1:48.38,2:31.33,5:43.95,2:16.87,3:11.09,4:06.84,6:30.76,7:03.19,9:01.53,14:17.40,15:24.74,24:52.97,,2.37,4.03,5.77,5.41,1847.0,1410.0
303,9.07,9.84,10.51,10.97,12.0,,35.07,57.56,1:21.34,1:48.45,2:31.43,5:44.18,2:16.96,3:11.21,4:06.99,6:31.01,7:03.46,9:01.88,14:17.96,15:25.35,24:53.96,,1.8,2.7,5.76,5.39,1842.0,1406.0
302,,,8.6,10.98,12.01,12.99,35.09,57.6,1:21.39,1:48.52,2:31.53,5:44.41,2:17.04,3:11.33,4:07.14,6:31.25,7:03.72,9:02.22,14:18.52,15:25.96,24:54.97,,2.36,4.02,5.75,5.38,1837.0,1402.0
301,9.08,9.85,10.52,9.38,12.02,13.0,35.11,57.63,1:21.44,1:48.59,2:31.63,5:44.64,2:17.13,3:11.45,4:07.30,6:31.50,7:03.99,9:02.57,14:19.09,15:26.57,24:55.97,1.28,1.79,2.69,5.74,5.36,1832.0,1398.0
300,7.43,8.05,,10.99,12.03,13.01,35.13,57.67,1:21.49,1:48.66,2:31.73,5:44.87,2:17.22,3:11.57,4:07.45,6:31.75,7:04.26,9:02.92,14:19.66,15:27.19,24:56.97,,,4.01,5.73,5.34,1827.0,1394.0
299,9.09,9.86,10.53,11.0,,13.02,35.15,57.7,1:21.54,1:48.73,2:31.83,5:45.11,2:17.31,3:11.70,4:07.61,6:31.99,7:04.53,9:03.27,14:20.22,15:27.80,24:57.98,,2.35,2.68,5.72,5.33,1821.0,1390.0
298,,,10.54,11.01,12.04,13.03,35.17,57.74,1:21.59,1:48.80,2:31.93,5:45.34,2:17.40,3:11.82,4:07.76,6:32.24,7:04.80,9:03.62,14:20.79,15:28.42,24:58.99,,1.78,4.0,5.71,5.31,1816.0,1386.0
297,9.1,9.87,,9.4,12.05,13.04,35.19,57.77,1:21.64,1:48.87,2:32.03,5:45.57,2:17.49,3:11.94,4:07.92,6:32.49,7:05.07,9:03.97,14:21.36,15:29.04,24:59.99,1.03,2.34,2.67,5.7,5.29,1811.0,1381.0
296,7.44,8.06,10.55,11.02,12.06,11.08,35.21,57.81,1:21.69,1:48.94,2:32.13,5:45.80,2:17.58,3:12.06,4:08.08,6:32.74,7:05.34,9:04.32,14:21.93,15:29.66,25:01.01,,,3.99,5.69,5.28,1806.0,1377.0
295,9.11,9.88,,11.03,12.07,13.05,35.23,57.85,1:21.75,1:49.01,2:32.23,5:46.04,2:17.67,3:12.18,4:08.23,6:32.99,7:05.61,9:04.67,14:22.50,15:30.28,25:02.02,,1.77,2.66,5.68,5.26,1801.0,1373.0
294,,9.89,10.56,,10.22,13.06,35.25,57.88,1:21.80,1:49.08,2:32.33,5:46.27,2:17.75,3:12.30,4:08.39,6:33.24,7:05.88,9:05.02,14:23.08,15:30.90,25:03.03,,2.33,3.98,5.67,5.24,1795.0,1369.0
293,9.12,8.07,8.63,11.04,12.08,13.07,35.27,57.92,1:21.85,1:49.15,2:32.44,5:46.51,2:17.84,3:12.42,4:08.54,6:33.48,7:06.15,9:05.38,14:23.65,15:31.52,25:04.05,1.27,,2.65,5.66,5.23,1790.0,1365.0
292,,9.9,10.57,11.05,12.09,13.08,35.3,57.95,1:21.90,1:49.22,2:32.54,5:46.74,2:17.93,3:12.55,4:08.70,6:33.74,7:06.42,9:05.73,14:24.23,15:32.14,25:05.07,,1.76,3.97,5.64,5.21,1785.0,1361.0
291,9.13,,10.58,11.06,12.1,13.09,35.32,57.99,1:21.95,1:49.29,2:32.64,5:46.98,2:18.02,3:12.67,4:08.86,6:33.99,7:06.70,9:06.08,14:24.80,15:32.77,25:06.09,,,2.64,5.63,5.2,1780.0,1357.0
290,7.46,9.91,,,12.11,13.1,35.34,58.03,1:22.00,1:49.36,2:32.74,5:47.21,2:18.11,3:12.79,4:09.02,6:34.24,7:06.97,9:06.44,14:25.38,15:33.39,25:07.11,,,3.96,5.62,5.18,1775.0,1353.0
289,9.14,,10.59,11.07,,13.11,35.36,58.06,1:22.06,1:49.43,2:32.84,5:47.45,2:18.20,3:12.91,4:09.17,6:34.49,7:07.24,9:06.79,14:25.95,15:34.02,25:08.13,,1.75,2.63,5.61,5.16,1769.0,1349.0
288,,9.92,8.65,11.08,12.12,,35.38,58.1,1:22.11,1:49.50,2:32.95,5:47.68,2:18.29,3:13.04,4:09.33,6:34.74,7:07.52,9:07.15,14:26.53,15:34.65,25:09.16,1.02,,3.95,5.6,5.15,1764.0,1345.0
287,9.15,8.09,10.6,11.09,12.13,13.12,35.4,58.13,1:22.16,1:49.58,2:33.05,5:47.92,2:18.38,3:13.16,4:09.49,6:34.99,7:07.79,9:07.51,14:27.11,15:35.27,25:10.18,,2.3,2.62,5.59,5.13,1759.0,1341.0
286,7.47,9.93,10.61,,12.14,13.13,35.42,58.17,1:22.21,1:49.65,2:33.15,5:48.16,2:18.47,3:13.28,4:09.65,6:35.25,7:08.07,9:07.86,14:27.69,15:35.90,25:11.21,,1.74,3.94,5.58,5.11,1754.0,1337.0
285,9.16,9.94,8.66,11.1,12.15,13.14,35.44,58.21,1:22.26,1:49.72,2:33.26,5:48.40,2:18.57,3:13.41,4:09.81,6:35.50,7:08.34,9:08.22,14:28.27,15:36.53,25:12.24,1.26,,2.61,5.57,5.1,1749.0,1333.0
284,,8.1,10.62,11.11,,13.15,35.46,58.24,1:22.32,1:49.79,2:33.36,5:48.63,2:18.66,3:13.53,4:09.97,6:35.75,7:08.62,9:08.58,14:28.86,15:37.17,25:13.27,,2.29,3.93,5.56,5.08,1743.0,1329.0
283,9.17,9.95,,11.12,12.16,13.16,35.48,58.28,1:22.37,1:49.86,2:33.46,5:48.87,2:18.75,3:13.66,4:10.13,6:36.01,7:08.90,9:08.94,14:29.44,15:37.80,25:14.31,,1.73,2.6,5.55,5.07,1738.0,1325.0
282,,,10.63,,12.17,13.17,35.51,58.32,1:22.42,1:49.93,2:33.57,5:49.11,2:18.84,3:13.78,4:10.29,6:36.26,7:09.17,9:09.30,14:30.02,15:38.43,25:15.34,,2.28,3.92,5.54,5.05,1733.0,1321.0
281,9.18,9.96,10.64,11.13,12.18,13.18,35.53,58.35,1:22.47,1:50.01,2:33.67,5:49.35,2:18.93,3:13.91,4:10.45,6:36.52,7:09.45,9:09.66,14:30.61,15:39.07,25:16.38,,,2.59,5.53,5.03,1728.0,1317.0
280,7.49,,,11.14,12.19,13.19,35.55,58.39,1:22.52,1:50.08,2:33.77,5:49.59,2:19.02,3:14.03,4:10.61,6:36.77,7:09.73,9:10.02,14:31.20,15:39.70,25:17.42,,1.72,3.91,5.52,5.02,1723.0,1313.0
279,9.19,9.97,10.65,11.15,12.2,11.18,35.57,58.43,1:22.58,1:50.15,2:33.88,5:49.83,2:19.11,3:14.16,4:10.77,6:37.03,7:10.01,9:10.38,14:31.78,15:40.34,25:18.46,,2.27,2.58,5.51,5.0,1717.0,1309.0
278,,9.98,,,,,35.59,58.46,1:22.63,1:50.22,2:33.98,5:50.07,2:19.21,3:14.28,4:10.93,6:37.28,7:10.29,9:10.74,14:32.37,15:40.98,25:19.50,1.01,,3.9,5.5,4.98,1712.0,1305.0
277,9.2,,10.66,11.16,12.21,13.21,35.61,58.5,1:22.68,1:50.29,2:34.09,5:50.31,2:19.30,3:14.41,4:11.09,6:37.54,7:10.56,9:11.10,14:32.96,15:41.62,25:20.55,1.25,1.71,2.57,5.49,4.97,1707.0,1301.0
276,7.5,9.99,10.67,11.17,12.22,13.22,35.63,58.54,1:22.74,1:50.37,2:34.19,5:50.55,2:19.39,3:14.53,4:11.25,6:37.80,7:10.84,9:11.47,14:33.55,15:42.26,25:21.60,,,3.89,5.48,4.95,1702.0,1297.0
275,9.21,8.13,,9.51,12.23,13.23,35.66,58.57,1:22.79,1:50.44,2:34.29,5:50.80,2:19.48,3:14.66,4:11.41,6:38.06,7:11.12,9:11.83,14:34.15,15:42.90,25:22.64,,1.7,2.56,5.47,4.93,1697.0,1293.0
274,,10.0,10.68,11.18,12.24,13.24,35.68,58.61,1:22.84,1:50.51,2:34.40,5:51.04,2:19.57,3:14.78,4:11.57,6:38.31,7:11.41,9:12.20,14:34.74,15:43.55,25:23.70,,2.25,3.88,5.46,4.92,1691.0,1289.0
273,9.22,,,11.19,12.25,13.25,35.7,58.65,1:22.90,1:50.59,2:34.51,5:51.28,2:19.67,3:14.91,4:11.73,6:38.57,7:11.69,9:12.56,14:35.33,15:44.19,25:24.75,,,2.55,5.44,4.9,1686.0,1285.0
272,9.23,10.01,10.69,11.2,10.34,13.26,35.72,58.69,1:22.95,1:50.66,2:34.61,5:51.52,2:19.76,3:15.04,4:11.90,6:38.83,7:11.97,9:12.93,14:35.93,15:44.84,25:25.80,,1.69,3.87,5.43,4.89,1681.0,1281.0
271,,10.02,10.7,9.53,12.26,13.27,35.74,58.72,1:23.00,1:50.73,2:34.72,5:51.77,2:19.85,3:15.16,4:12.06,6:39.09,7:12.25,9:13.29,14:36.52,15:45.48,25:26.86,,2.24,2.54,5.42,4.87,1676.0,1277.0
270,9.24,8.15,,11.21,12.27,13.28,35.76,58.76,1:23.06,1:50.81,2:34.82,5:52.01,2:19.95,3:15.29,4:12.22,6:39.35,7:12.53,9:13.66,14:37.12,15:46.13,25:27.92,,,3.86,5.41,4.85,1671.0,1273.0
269,,10.03,10.71,11.22,12.28,13.29,35.79,58.8,1:23.11,1:50.88,2:34.93,5:52.26,2:20.04,3:15.42,4:12.39,6:39.61,7:12.82,9:14.03,14:37.72,15:46.78,25:28.98,1.0,1.68,2.53,5.4,4.84,1665.0,1269.0
268,9.25,,8.72,11.23,12.29,11.25,35.81,58.84,1:23.16,1:50.95,2:35.03,5:52.50,2:20.13,3:15.55,4:12.55,6:39.87,7:13.10,9:14.40,14:38.32,15:47.43,25:30.04,1.24,,3.85,5.39,4.82,1660.0,1265.0
267,7.53,10.04,10.72,11.24,12.3,13.3,35.83,58.87,1:23.22,1:51.03,2:35.14,5:52.75,2:20.23,3:15.67,4:12.71,6:40.14,7:13.39,9:14.77,14:38.92,15:48.08,25:31.10,,,2.52,5.38,4.8,1655.0,1261.0
266,9.26,10.05,10.73,9.56,,13.31,35.85,58.91,1:23.27,1:51.10,2:35.25,5:52.99,2:20.32,3:15.80,4:12.88,6:40.40,7:13.67,9:15.14,14:39.52,15:48.73,25:32.17,,1.67,3.84,5.37,4.79,1650.0,1257.0
265,,,,11.25,12.31,13.32,35.87,58.95,1:23.33,1:51.17,2:35.35,5:53.24,2:20.42,3:15.93,4:13.04,6:40.66,7:13.96,9:15.51,14:40.13,15:49.39,25:33.24,,,2.51,5.36,4.77,1645.0,1253.0
264,9.27,10.06,10.74,11.26,12.32,13.33,35.9,58.99,1:23.38,1:51.25,2:35.46,5:53.49,2:20.51,3:16.06,4:13.21,6:40.92,7:14.24,9:15.88,14:40.73,15:50.04,25:34.31,,2.21,3.83,5.35,4.75,1639.0,1249.0
263,7.54,,10.75,11.27,12.33,13.34,35.92,59.03,1:23.43,1:51.32,2:35.57,5:53.73,2:20.60,3:16.19,4:13.37,6:41.19,7:14.53,9:16.25,14:41.33,15:50.70,25:35.38,,1.66,2.5,5.34,4.74,1634.0,1245.0
262,9.28,10.07,,9.58,12.34,13.35,35.94,59.06,1:23.49,1:51.40,2:35.68,5:53.98,2:20.70,3:16.32,4:13.54,6:41.45,7:14.82,9:16.62,14:41.94,15:51.36,25:36.46,,,3.82,5.33,4.72,1629.0,1241.0
261,,8.18,10.76,11.28,12.35,13.36,35.96,59.1,1:23.54,1:51.47,2:35.78,5:54.23,2:20.79,3:16.45,4:13.71,6:41.72,7:15.11,9:17.00,14:42.55,15:52.02,25:37.53,,2.2,2.49,5.32,4.71,1624.0,1237.0
260,9.29,10.08,8.75,11.29,12.36,13.37,35.98,59.14,1:23.60,1:51.55,2:35.89,5:54.48,2:20.89,3:16.58,4:13.87,6:41.98,7:15.39,9:17.37,14:43.16,15:52.68,25:38.61,0.99,1.65,3.81,5.31,4.69,1619.0,1233.0
259,,10.09,10.77,11.3,10.41,13.38,36.01,59.18,1:23.65,1:51.62,2:36.00,5:54.73,2:20.98,3:16.70,4:14.04,6:42.25,7:15.68,9:17.75,14:43.77,15:53.34,25:39.69,,2.19,,5.3,4.67,1613.0,1229.0
258,9.3,8.19,10.78,9.6,12.37,13.39,36.03,59.22,1:23.71,1:51.70,2:36.11,5:54.98,2:21.08,3:16.83,4:14.20,6:42.51,7:15.97,9:18.12,14:44.38,15:54.00,25:40.77,,,2.48,5.29,4.66,1608.0,1225.0
257,9.31,10.1,,11.31,12.38,13.4,36.05,59.25,1:23.76,1:51.77,2:36.22,5:55.23,2:21.18,3:16.97,4:14.37,6:42.78,7:16.26,9:18.50,14:44.99,15:54.66,25:41.86,,1.64,,5.28,4.64,1603.0,1221.0
256,,,10.79,11.32,12.39,13.41,36.07,59.29,1:23.82,1:51.85,2:36.32,5:55.48,2:21.27,3:17.10,4:14.54,6:43.05,7:16.55,9:18.88,14:45.60,15:55.33,25:42.95,,2.18,2.47,5.27,4.62,1598.0,1217.0
255,9.32,10.11,8.77,11.33,12.4,11.33,36.09,59.33,1:23.87,1:51.92,2:36.43,5:55.73,2:21.37,3:17.23,4:14.71,6:43.32,7:16.84,9:19.25,14:46.22,15:56.00,25:44.04,,,,5.26,4.61,1593.0,1213.0
254,7.57,10.12,10.8,11.34,12.41,13.42,36.12,59.37,1:23.93,1:52.00,2:36.54,5:55.98,2:21.46,3:17.36,4:14.88,6:43.58,7:17.14,9:19.63,14:46.83,15:56.66,25:45.13,,1.63,2.46,5.24,4.59,1587.0,1209.0
253,9.33,,10.81,9.63,12.42,13.43,36.14,59.41,1:23.98,1:52.08,2:36.65,5:56.24,2:21.56,3:17.49,4:15.04,6:43.85,7:17.43,9:20.01,14:47.45,15:57.33,25:46.22,,,,5.23,4.58,1582.0,1205.0
252,,10.13,8.78,11.35,10.45,13.44,36.16,59.45,1:24.04,1:52.15,2:36.76,5:56.49,2:21.66,3:17.62,4:15.21,6:44.12,7:17.72,9:20.39,14:48.07,15:58.00,25:47.32,1.22,,2.45,5.22,4.56,1577.0,1201.0
251,9.34,,10.82,11.36,12.43,13.45,36.18,59.49,1:24.09,1:52.23,2:36.87,5:56.74,2:21.75,3:17.75,4:15.38,6:44.39,7:18.01,9:20.77,14:48.69,15:58.67,25:48.41,0.98,1.62,,5.21,4.54,1572.0,1197.0
250,,10.14,10.83,11.37,12.44,13.46,36.21,59.53,1:24.15,1:52.30,2:36.98,5:56.99,2:21.85,3:17.88,4:15.55,6:44.66,7:18.31,9:21.15,14:49.31,15:59.35,25:49.51,,,2.44,5.2,4.53,1566.0,1193.0
